client_internal,date,price,currency
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/11/2021,190.836,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/11/2021,194.036,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/11/2021,194.059,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/11/2021,197.221,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/11/2021,192.998,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/11/2021,192.371,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/11/2021,193.226,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/11/2021,193.432,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/11/2021,191.045,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/11/2021,191.811,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/11/2021,194.44,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/11/2021,195.375,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/11/2021,192.464,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/11/2021,191.868,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/11/2021,192.126,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/11/2021,192.595,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/11/2021,196.489,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/11/2021,195.969,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/11/2021,199.296,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/12/2021,200.053,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/12/2021,198.964,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/12/2021,200.682,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/12/2021,199.969,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/12/2021,199.524,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/12/2021,197.317,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/12/2021,196.485,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/12/2021,197.266,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/12/2021,196.4,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/12/2021,191.926,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/12/2021,188.932,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/12/2021,190.488,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/12/2021,190.848,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/12/2021,190.985,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/12/2021,188.758,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/12/2021,189.616,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/12/2021,188.189,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/12/2021,188.06,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/12/2021,188.06,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/12/2021,188.06,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/12/2021,185.436,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/12/2021,185.626,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/12/2021,185.908,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/01/2022,185.908,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/01/2022,185.211,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/01/2022,184.898,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/01/2022,181.409,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/01/2022,180.148,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/01/2022,180.662,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/01/2022,182.607,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/01/2022,184.406,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/01/2022,185.534,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/01/2022,184.179,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/01/2022,182.284,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/01/2022,181.102,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/01/2022,179.492,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/01/2022,179.575,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/01/2022,179.988,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/01/2022,184.262,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/01/2022,182.974,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/01/2022,181.532,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/01/2022,182.118,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/01/2022,182.23,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/01/2022,179.868,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/02/2022,180.615,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/02/2022,182.164,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/02/2022,178.365,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/02/2022,176.463,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/02/2022,176.038,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/02/2022,174.112,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/02/2022,176.776,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/02/2022,175.021,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/02/2022,174.242,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/02/2022,173.512,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/02/2022,173.436,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/02/2022,174.193,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/02/2022,176.875,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/02/2022,179.698,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/02/2022,180.353,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/02/2022,177.713,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/02/2022,176.757,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/02/2022,177.462,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/02/2022,175.55,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/02/2022,177.61,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/03/2022,185.512,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/03/2022,182.327,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/03/2022,180.7,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/03/2022,182.853,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/03/2022,182.752,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/03/2022,181.599,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/03/2022,179.5,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/03/2022,178.397,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/03/2022,179.993,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/03/2022,176.642,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/03/2022,174.306,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/03/2022,172.693,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/03/2022,172.183,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/03/2022,172.392,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/03/2022,167.854,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/03/2022,166.125,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/03/2022,168.773,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/03/2022,169.914,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/03/2022,168.427,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/03/2022,171.527,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/03/2022,169.834,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/03/2022,168.741,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/03/2022,172.63,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/04/2022,173.819,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/04/2022,175.166,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/04/2022,172.713,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/04/2022,170.284,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/04/2022,166.884,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/04/2022,165.996,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/04/2022,163.339,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/04/2022,164.671,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/04/2022,165.537,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/04/2022,162.527,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/04/2022,162.527,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/04/2022,162.527,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/04/2022,160.236,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/04/2022,161.376,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/04/2022,160.643,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/04/2022,164.025,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/04/2022,164.973,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/04/2022,165.484,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/04/2022,162.973,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/04/2022,161.068,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/04/2022,160.479,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/05/2022,160.479,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/05/2022,158.975,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/05/2022,158.278,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/05/2022,156.429,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/05/2022,152.887,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/05/2022,153.226,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/05/2022,157.046,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/05/2022,159.273,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/05/2022,165.454,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/05/2022,163.183,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/05/2022,164.621,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/05/2022,161.504,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/05/2022,157.99,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/05/2022,155.708,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/05/2022,153.353,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/05/2022,151.805,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/05/2022,152.097,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/05/2022,154.101,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/05/2022,152.716,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/05/2022,153.859,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/05/2022,153.412,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/05/2022,146.544,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/06/2022,147.482,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/06/2022,144.919,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/06/2022,145.945,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/06/2022,144.503,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/06/2022,144.515,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/06/2022,141.827,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/06/2022,139.969,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/06/2022,138.253,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/06/2022,139.851,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/06/2022,137.914,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/06/2022,135.727,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/06/2022,132.433,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/06/2022,131.446,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/06/2022,134.879,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/06/2022,137.001,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/06/2022,138.378,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/06/2022,134.435,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/06/2022,131,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/06/2022,130.648,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/06/2022,134.776,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/07/2022,138.312,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/07/2022,135.788,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/07/2022,137.63,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/07/2022,134.452,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/07/2022,134.623,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/07/2022,132.281,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/07/2022,133.137,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/07/2022,133.878,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/07/2022,134.172,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/07/2022,133.23,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/07/2022,132.307,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/07/2022,130.223,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/07/2022,127.773,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/07/2022,128.656,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/07/2022,131.773,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/07/2022,133.031,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/07/2022,130.552,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/07/2022,132.079,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/07/2022,132.447,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/07/2022,136.224,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/07/2022,140.318,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/08/2022,143.937,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/08/2022,143.106,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/08/2022,142.709,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/08/2022,143.435,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/08/2022,139.982,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/08/2022,141.827,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/08/2022,140.882,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/08/2022,140.158,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/08/2022,138.11,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/08/2022,134.89,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/08/2022,137.557,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/08/2022,136.34,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/08/2022,136.789,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/08/2022,137.365,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/08/2022,136.635,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/08/2022,136.161,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/08/2022,132.313,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/08/2022,129.018,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/08/2022,132.623,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/08/2022,133.74,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/08/2022,133.74,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/08/2022,130.993,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/08/2022,128.111,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/09/2022,124.188,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/09/2022,122.994,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/09/2022,125.564,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/09/2022,122.753,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/09/2022,124.825,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/09/2022,121.755,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/09/2022,121.718,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/09/2022,119.474,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/09/2022,116.904,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/09/2022,118.201,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/09/2022,117.088,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/09/2022,118.179,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/09/2022,118.179,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/09/2022,117.371,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/09/2022,117.377,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/09/2022,112.758,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/09/2022,106.992,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/09/2022,94.618,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/09/2022,82.892,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/09/2022,98.974,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/09/2022,102.79,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/09/2022,112.445,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/10/2022,109.038,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/10/2022,105.917,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/10/2022,99.401,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/10/2022,100.567,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/10/2022,95.434,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/10/2022,82.956,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/10/2022,82.373,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/10/2022,85.184,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/10/2022,84.274,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/10/2022,83.081,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/10/2022,91.48,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/10/2022,94.709,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/10/2022,102.355,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/10/2022,103.453,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/10/2022,104.002,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/10/2022,111.186,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/10/2022,110.409,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/10/2022,109.483,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/10/2022,112.348,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/10/2022,109.572,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/10/2022,107.334,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/11/2022,108.925,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/11/2022,108.28,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/11/2022,107.443,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/11/2022,107.719,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/11/2022,106.275,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/11/2022,107.761,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/11/2022,110.959,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/11/2022,113.694,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/11/2022,112.713,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/11/2022,113.626,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/11/2022,113.129,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/11/2022,114.643,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/11/2022,113.685,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/11/2022,114.076,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/11/2022,115.658,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/11/2022,114.434,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/11/2022,115.706,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/11/2022,114.101,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/11/2022,113.443,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/11/2022,112.461,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/11/2022,112.617,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/11/2022,112.04,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/12/2022,113.048,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/12/2022,110.989,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/12/2022,111.224,GBP
